author,text,published_at,like_count,product_name,product_brand,video_title
@AlejandroAlex25,"There are no flowers in mid. Just cedar & red ginger. The red ginger comes of cinnamon-ny. Along with the fresh notes and powdery drydown, makes 
it so addicting!",2024-06-24T14:15:39Z,0,Yuzu Eau de Parfum,acqua di parma,2 ACQUA DI PARMA GEMS? Acqua di Parma Bergamotto di Calabria &amp; Acqua Di Parma Yuzu Eau De Parfum
@hesmellslikerome,"I remember liking these fragrances if my memory serves me right. I definitely gotta check out this house more. PS, who likes reading. I would rather get the audiobook.😂😂😂 sophistication is overrated",2023-09-19T10:45:46Z,0,Yuzu Eau de Parfum,acqua di parma,2 ACQUA DI PARMA GEMS? Acqua di Parma Bergamotto di Calabria &amp; Acqua Di Parma Yuzu Eau De Parfum
@millenialbroadcast,Nice review and great location!,2023-09-11T15:23:17Z,0,Yuzu Eau de Parfum,acqua di parma,2 ACQUA DI PARMA GEMS? Acqua di Parma Bergamotto di Calabria &amp; Acqua Di Parma Yuzu Eau De Parfum
@michaelbullock8011,Great review and I enjoyed it and I'm going to try these fragrances and have a blessed day,2023-09-08T23:22:17Z,1,Yuzu Eau de Parfum,acqua di parma,2 ACQUA DI PARMA GEMS? Acqua di Parma Bergamotto di Calabria &amp; Acqua Di Parma Yuzu Eau De Parfum
@Ed-ce5mb,"Chad, both Acqua di Parma Bergamotto di Calabria & Acqua Di Parma Yuzu are great summer fragrances. I do not own Yuzu but I have tried it. Neither fragrance lasts long which is an issue for me.",2023-09-08T21:23:21Z,0,Yuzu Eau de Parfum,acqua di parma,2 ACQUA DI PARMA GEMS? Acqua di Parma Bergamotto di Calabria &amp; Acqua Di Parma Yuzu Eau De Parfum
@jimmoberly308,Have a bottle of the og Colonia and really like it. Have travel sprays of 3 others that are nice. I need to try more.,2023-09-08T19:02:12Z,0,Yuzu Eau de Parfum,acqua di parma,2 ACQUA DI PARMA GEMS? Acqua di Parma Bergamotto di Calabria &amp; Acqua Di Parma Yuzu Eau De Parfum
@justaddlight,Those mini bottles are so cute. 😊 Appreciate your takes Chad!,2023-09-08T18:17:09Z,0,Yuzu Eau de Parfum,acqua di parma,2 ACQUA DI PARMA GEMS? Acqua di Parma Bergamotto di Calabria &amp; Acqua Di Parma Yuzu Eau De Parfum
@LDMTX6,I love Bergamotto di Calabria VERY MUCH. The dry down is amazing. I just wish it lasted longer. I tried the spugnatura flanker but it has too much Ambroxan.,2023-09-08T17:04:18Z,1,Yuzu Eau de Parfum,acqua di parma,2 ACQUA DI PARMA GEMS? Acqua di Parma Bergamotto di Calabria &amp; Acqua Di Parma Yuzu Eau De Parfum
@GungFuIsGungFu,"Today I won a fragrance competition on Instagram. A big bottle of a fragrance mentioned in Ian Flemming's novel of ""On Her Majesty's Secret Service"". Can you guess which one ?",2023-09-08T16:36:46Z,0,Yuzu Eau de Parfum,acqua di parma,2 ACQUA DI PARMA GEMS? Acqua di Parma Bergamotto di Calabria &amp; Acqua Di Parma Yuzu Eau De Parfum
@AGentlemansJourney77,Hello?,2023-09-08T15:00:36Z,1,Yuzu Eau de Parfum,acqua di parma,2 ACQUA DI PARMA GEMS? Acqua di Parma Bergamotto di Calabria &amp; Acqua Di Parma Yuzu Eau De Parfum
@akangyazo8792,Aromanya mewah bos...,2020-07-03T07:01:57Z,1,Oud Eau de Parfum,acqua di parma,Review Colonia Oud by Acqua di Parma | the best Oud fragrance
@ranggatohjaya7612,"Ko mike, tanya dupe acqua di parma",2025-04-20T10:49:01Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@rudysutama493,"Semua lini parfum Acqua di Parma itu Sillage nya 10/100, ketahanan paling 1-2 jam, gradually weaken setelah itu hilang ghoib tak berbekas. Ini kelemahan utamanya. Performa terbaiknya adalah begitu mulai disemprot sampai 5-10 menit pertama. Tapi wangi fragrance nya luar biasa di menit2 awal itu.

Sudah punya semua yg direview koh di sini plus beberapa serie black EDP nya. Semua karakternya sama spt di atas dari yg paling murah smp yg paling mahal, SL nya jeblok, mirip parfum kelas supermarket/counter indomaret. Tapi harga mewah kelas Mall Plaza Senayan.

Kalau harus beli parfum Acqua di Parma, rekomendasi saya sbb:

Man:
1. ADP Essenza (Cologne)
2. ADP Blu Bergamotto di Calabrian (EDT)
3. ADP Colonia Oud (Cologne) discontinued (di online masih ada bbrp toko pro)

Unisex:
4. ADP Oud (EDP)

Woman (EDP):
5. ADP Magnolia Infinita
6. ADP Lily of The Valley
7. ADP Ousmanthus/Yuzu
8. ADP Sakura",2024-11-16T23:38:19Z,3,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@ockeadenry5601,baru liat dan leather tidak dalam top 5 😢,2024-04-04T13:32:44Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@psindhuaji,apa ADP ada clonenya?,2023-09-24T12:07:58Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@kopeda8760,hah adp dibawah 1.5?,2022-11-15T15:41:56Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@Sensuallifetv,Acqua di parma la spugnatura the best menurut gw,2022-07-04T18:15:47Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@ncid8546,Spl ny gimana koh lini acqua di parma..kok gak di sebutin,2022-04-03T09:37:11Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@baniadam1541,"Yg hobinya bacot & protes sm parfum mulutnya bakalan ""tersumpal"" oleh colonia pura wkwkwkwkwk 🤣",2022-04-02T23:35:44Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@divasagita9135,"Ane punya vial Acqua Di parma colonial futura, lama2 scent vibe nya mirip OML, enak banget",2021-12-04T19:19:24Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@andrekurniawan9232,"Ga tertarik review geparlys grey black bang ? 
Katanya mirip sama ysl l’homme le parfum",2021-11-03T05:57:53Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@adirahman11,Lanjut reviuw versace eros parfum koh mike💪🏻❤️,2021-11-03T03:12:45Z,1,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@warganet2501,"Bro, ozonic notes itu apa?",2021-11-02T23:00:53Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@ekodianwahyudi5190,Koh..review full Malik Al Tayor by Lattafa dong yg divideo lu sebelumnya bilang mirip banget dgn Lacoste L'homme Intense,2021-11-02T19:21:12Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@akuregulus,review edt adidas bang,2021-11-02T17:48:59Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@Gondres-qw2kg,"bang review parfume buat kerja restoran,  wanginya Ada manis2nyaa, vanilla +cool + tahan lama",2021-11-02T15:08:16Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@azacrome,Next parfum yang nggak ada aromanya :,2021-11-02T12:00:10Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@ardibenarfa6536,Next review dari Lini Rasasi at Parfum timur tengah terbaik Broo... 🔥🔥🔥,2021-11-02T10:47:25Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@bandonsaurus9888,Bang review dong bang plis parfum Egoiste Chanel Tapi bukan yang platinum Egoiste ya bang tapi yang Egoiste Chanel aja 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,2021-11-02T10:01:05Z,1,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@indrahingkua4410,Intro kelupaan 😁,2021-11-02T08:06:39Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@ezetchannel6899,Tahun ini 100k subs yooo semangat yooo,2021-11-02T05:32:41Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@andreychandra,Muantap,2021-11-02T04:59:01Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@deniy.saputro8136,Arancia di Capri juga joss koh 😂👍,2021-11-02T04:11:22Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@racketboy-j6m,Bg request parfume yg harum cucumber dong,2021-11-02T04:02:17Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@haidarhaidir663,"Sekali2 review pengharum mobil sama rumah koh, bagus tuh keknya",2021-11-02T00:33:09Z,1,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@FadhilAnanta,Bro minta saran dong parfum yg wanginya mirip² Sf uomo signature sama parfum fresh yg rekomen tapi harganya yg masih bersahabat hehe,2021-11-02T00:17:25Z,1,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@rizkyalfathir3649,"My favorite house, awalnya gara2 Amenities di Trans Luxury Hotel itu Acqua di Parma, akhirnya nemu di Lafayette Pacific Place dan Body lotion nya jadi Signature Lotion sampe sekarang",2021-11-01T19:24:31Z,1,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@batmanwholaughs555,Amazing greatest review perfume good job keep it up amazing,2021-11-01T17:37:58Z,1,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@wildan21,kameranya pake apa ini ko? bening bgt..,2021-11-01T17:24:06Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@adesukendar6989,"Gwe kelas 500 kebawah 😁, ini chanel keren⭐⭐⭐⭐⭐",2021-11-01T16:50:55Z,1,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@adhidarmasc7569,"Kok info kisaran harga, longevity, spl dan yg lain biasanya kok kali ini ga di cantumkan lagi koh?",2021-11-01T16:24:08Z,6,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@junisusanto5308,Bang review parfum l'homme ideal extreme donk,2021-11-01T15:28:29Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@andrisetiawan4673,"Review Zara RWA dong koh, yang baru baru ini katanya udah reform",2021-11-01T14:45:38Z,2,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@miracle0072,"The best aqua di parma menurut opini pribadi Saya :
1.Arancia di Capri, Dan
2. colonia Pura.
Colonia Pura parfum yg sangat Aman daripada fico di amalfi yg bau fignya mungkin sedikit aneh bagi seorang pemula.Dari scent aqua di parma sangat berkualitas,
Tapi dari lini aqua di parma rata rata mempunyai kekuarangan yaitu spl yg cukup lemah.",2021-11-01T14:09:51Z,6,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@aga3945,"Gue banget ini. udeh mondar mandir di lini designer yg gue rasa udeh semua sama dan bikin boring. Wuling cha, tiziana  t kirke dan montabaco intensivo udeh masuk list. 🔥🤙🤞🎸🤠🌈",2021-11-01T14:05:57Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@ismailali-vi1wx,Itu bracken nya di review ko 😁,2021-11-01T13:57:08Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@kevinadhiasta7647,Susah mau jadi pemula,2021-11-01T13:50:39Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@riyantolarkarahadi23,"House of Medici itu jatuhnya niche nggak, bang?",2021-11-01T13:32:02Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@sanwygaming,Semenjak liat channel ini makin sering beli parfum 😂,2021-11-01T13:29:40Z,8,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@wolessantuy1302,Kenapa gak sekalian disertakan info spl utk masing2 parfumnya koh?,2021-11-01T13:23:57Z,1,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@indrayanto8159,Newbie menyimak,2021-11-01T13:04:11Z,0,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@busanz2835,Request parfum aroma teh,2021-11-01T12:53:45Z,1,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@GunawanGoei,Kalau harga segitu bakalan jadi racun yg menguras kantong.,2021-11-01T12:47:54Z,3,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@lubismarzhelino2013,Intronya mana bang,2021-11-01T12:45:03Z,5,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@saprindj,Kedua,2021-11-01T12:38:19Z,1,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@iqbalrizald1,"Tim decant nyimak.
Ada nada iconnya, kirain notif dering hp sendiri 😂😂😂.
Harga sudah dipatok, spl sengaja gak disebutin om?
Rata2 moderate ya lini aqua di parma ini",2021-11-01T12:38:00Z,4,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@dailahminorakli3691,Pertama,2021-11-01T12:37:30Z,1,Colonia Essenza,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@ScentsWithBenefits,"What is YOUR favorite from AdP?
78% of viewers are not subscribed, please consider subbing as it helps the channel :)",2023-01-12T21:50:54Z,1,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@krisken88,"I have the green, fresh and unique😊",2024-12-13T03:26:31Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@sikebukuro,"Eau Sauvage
Chanel Pour Monsieur 
and Aqua di Parma

All you need in beautiful, elegant  fragrances",2024-11-30T02:45:31Z,1,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@preppychrisbou,I asked Santa 🎅 for ADP Mirto ❤,2024-11-23T05:13:31Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@UniquePanther4life,One of my all time favorites,2024-10-24T18:48:07Z,2,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@stevenweix4330,Ambra is my favorite!!!!,2024-10-09T07:48:15Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@LDMTX6,My fave is Note di Colonia III.,2024-10-04T02:23:26Z,1,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@EueDrum-y8j,Maxwell Ridges,2024-09-21T01:20:56Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@SusanaRomero-z4y,Freida Mission,2024-09-20T07:24:55Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@BeckLynn-j5i,Pacocha Circle,2024-09-20T02:46:02Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@TitusAugust-l6n,Rodriguez Ferry,2024-09-18T19:01:40Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@BurtBarrios-r6d,Malachi Mews,2024-09-17T16:14:15Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@LeightonRebecca-q4f,Felipe Harbor,2024-09-13T21:22:55Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@LatrishaUchida-i1y,Shanon Orchard,2024-09-13T16:12:02Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@RobertRichardson-o1c,Maryjane Alley,2024-09-13T00:53:18Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@ChiHoxie-x2e,Lakin Causeway,2024-09-11T16:18:17Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@LoreneBaker-d9q,Penelope Road,2024-09-11T11:44:40Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@ZangwillLester-p5s,Alice Tunnel,2024-09-04T15:47:59Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@mercedesbenzs600bash,"Scent of the day is Colonia Club,so refreshing,cool and minty,so very good...",2024-07-16T21:22:11Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@bradleyparker7284,I have bottles of this stuff... It smells like cheap crap,2024-03-19T23:18:16Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@briang530,Escenza and Quercia are my favorites but it's really hard to argue with original Colonia or Fico,2024-02-06T09:02:34Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@oliverriezebos,"Oud and spice is insane

Update: I now have smelled stuff I think is way better, but from Acqua di Parma it’s by far my fav",2024-01-07T00:11:22Z,10,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@frankiegee5260,The best fragrance hands down!,2023-12-31T00:34:53Z,2,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@samuelplesa,"I love the arancia di capri , fico di amalfi , but it doesn t stay too long on my skin , as you said 4 ... 6 hours.  And i love the colonia pura , it Stays long enough ! Love them !",2023-10-30T19:11:11Z,1,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@RokSlana,"Colonia Mirra is the scent that sent me into the world of fragrances somehow. Out of curiosity I've ordered a dozen sampels of different fragrances online (the 2ml ones), whatever I could find, all over the place, all different brands (I didn't have a clue what I was getting myself into). As I smelled them when I got to AdP Colonia Mirra my first thought was 'Who would  want to wear this? This almost smells like sweat, for Gods sake' and I put it aside as something I wasn't coming back to. A few days later out of curiosity I smelled it again - and this time something clicked in my brain. Suddenly I discovered something unusually pleasing in the strange scent and the more I smelled it the more I was in awe. It was like discovering a hidden world, It's hard to articulate the strangeness of going from sort of disgust to inspired by a scent  in a  matter of a few days. 

Keep up the content, cheers from Europe.",2023-04-20T20:42:58Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@vitorboucas192,"The best of Blue Line for me is discontinued ""Cedro di Taormina"". The Colonia line both Assoluta and Club (also discontinued) are amazing. Oud and Leather are the best from de the ""signatures of the sun""s line.",2023-01-25T18:40:47Z,1,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@bittersick,"Their Signarure of the Sun collection is a great line where they go for more richer and bolder scents (oud, leather, vanilla, amber...).  The fragrances of the line focuses on one note and add their signature AdP DNA in it. Worth checking out.",2023-01-15T21:48:37Z,2,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@luckydc3761,only 4-6 hours...?,2023-01-13T16:46:55Z,1,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@ShawnC07,How do you choose the ADP blu mediterraneo? There are so many variations of them,2023-01-13T03:30:42Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@jamesscott1711,Thanks for the overview 👍👍👍👍,2023-01-13T03:05:29Z,0,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@Alwaysunderablanket,"Fico and Pura for me…also have Oud, which is beautiful but a lot heavier/deeper than the citrus scents",2023-01-13T02:39:58Z,1,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@samrichards9321,I love blue Mediterraneo mirto di panarea its super unique,2023-01-13T01:01:21Z,9,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@tym5473,i really like colonia pura,2023-01-12T23:28:36Z,2,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@2ez._.F82,Love your channel I learn a lot :),2023-01-12T22:10:31Z,1,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@ScentsWithBenefits,"What is YOUR favorite from AdP?
78% of viewers are not subscribed, please consider subbing as it helps the channel :)",2023-01-12T21:50:54Z,1,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@jc2052,Thanks for review... Costco used to have Acqua di Parma for cheap and excellent return policy.  Hopefully it will show online soon...,2023-01-12T20:58:59Z,1,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@SchoolOfScent,"Loved this summary, one of the best brands out there! Definitely try Colonia Essenza if you haven't already Kamil.",2023-01-12T18:38:32Z,4,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@chayenblue1985,"Erneut ein ganz großes Dankeschön für all deine Mühen und deinen tollen Content! Du bist in kürzester Zeit wirklich zu einem meiner liebsten YouTuber geworden! An deinem Kanal sieht man, dass es nicht immer lauter, verrückter und durchgeknallter sein muss - deine ruhige, erwachsene und professionelle Art ist so viel wertvoller! Bleib so wie du bist und ich bin mir sicher, dass du noch viele treue Follower gewinnen wirst 😉👍",2023-01-12T17:22:35Z,6,Buongiorno Diffuser,acqua di parma,What Makes Acqua di Parma So Special? Perfume Company Review
@ranggatohjaya7612,"Ko mike, tanya dupe acqua di parma",2025-04-20T10:49:01Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@rudysutama493,"Semua lini parfum Acqua di Parma itu Sillage nya 10/100, ketahanan paling 1-2 jam, gradually weaken setelah itu hilang ghoib tak berbekas. Ini kelemahan utamanya. Performa terbaiknya adalah begitu mulai disemprot sampai 5-10 menit pertama. Tapi wangi fragrance nya luar biasa di menit2 awal itu.

Sudah punya semua yg direview koh di sini plus beberapa serie black EDP nya. Semua karakternya sama spt di atas dari yg paling murah smp yg paling mahal, SL nya jeblok, mirip parfum kelas supermarket/counter indomaret. Tapi harga mewah kelas Mall Plaza Senayan.

Kalau harus beli parfum Acqua di Parma, rekomendasi saya sbb:

Man:
1. ADP Essenza (Cologne)
2. ADP Blu Bergamotto di Calabrian (EDT)
3. ADP Colonia Oud (Cologne) discontinued (di online masih ada bbrp toko pro)

Unisex:
4. ADP Oud (EDP)

Woman (EDP):
5. ADP Magnolia Infinita
6. ADP Lily of The Valley
7. ADP Ousmanthus/Yuzu
8. ADP Sakura",2024-11-16T23:38:19Z,3,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@ockeadenry5601,baru liat dan leather tidak dalam top 5 😢,2024-04-04T13:32:44Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@psindhuaji,apa ADP ada clonenya?,2023-09-24T12:07:58Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@kopeda8760,hah adp dibawah 1.5?,2022-11-15T15:41:56Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@Sensuallifetv,Acqua di parma la spugnatura the best menurut gw,2022-07-04T18:15:47Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@ncid8546,Spl ny gimana koh lini acqua di parma..kok gak di sebutin,2022-04-03T09:37:11Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@baniadam1541,"Yg hobinya bacot & protes sm parfum mulutnya bakalan ""tersumpal"" oleh colonia pura wkwkwkwkwk 🤣",2022-04-02T23:35:44Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@divasagita9135,"Ane punya vial Acqua Di parma colonial futura, lama2 scent vibe nya mirip OML, enak banget",2021-12-04T19:19:24Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@andrekurniawan9232,"Ga tertarik review geparlys grey black bang ? 
Katanya mirip sama ysl l’homme le parfum",2021-11-03T05:57:53Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@adirahman11,Lanjut reviuw versace eros parfum koh mike💪🏻❤️,2021-11-03T03:12:45Z,1,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@warganet2501,"Bro, ozonic notes itu apa?",2021-11-02T23:00:53Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@ekodianwahyudi5190,Koh..review full Malik Al Tayor by Lattafa dong yg divideo lu sebelumnya bilang mirip banget dgn Lacoste L'homme Intense,2021-11-02T19:21:12Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@akuregulus,review edt adidas bang,2021-11-02T17:48:59Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@Gondres-qw2kg,"bang review parfume buat kerja restoran,  wanginya Ada manis2nyaa, vanilla +cool + tahan lama",2021-11-02T15:08:16Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@azacrome,Next parfum yang nggak ada aromanya :,2021-11-02T12:00:10Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@ardibenarfa6536,Next review dari Lini Rasasi at Parfum timur tengah terbaik Broo... 🔥🔥🔥,2021-11-02T10:47:25Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@bandonsaurus9888,Bang review dong bang plis parfum Egoiste Chanel Tapi bukan yang platinum Egoiste ya bang tapi yang Egoiste Chanel aja 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,2021-11-02T10:01:05Z,1,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@indrahingkua4410,Intro kelupaan 😁,2021-11-02T08:06:39Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@ezetchannel6899,Tahun ini 100k subs yooo semangat yooo,2021-11-02T05:32:41Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@andreychandra,Muantap,2021-11-02T04:59:01Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
@deniy.saputro8136,Arancia di Capri juga joss koh 😂👍,2021-11-02T04:11:22Z,0,Colonia Pura,acqua di parma,Top 5 Acqua di Parma Fragrances | Indonesia Parfum Review
