author,text,published_at,like_count,product_name,product_brand,video_title
@trenice2693,Always luv the food stuff!!😋🥰👍🏾,2021-06-03T19:07:21Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@MariaSantos-ph3oh,🥭🥰,2021-05-31T00:43:47Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@brixtina,Slay Queen 👑 Lovely Video 🔥🔥🔥,2021-05-30T06:52:18Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@karriep,🥭,2021-05-30T01:33:42Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@kiriforever1,🥭. Not a fan of this type of random blog. Not enough content. I like the use of products and how it works on your hair.,2021-05-30T00:55:34Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@sonialucas7132,🥭,2021-05-30T00:16:06Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@penneysanchez3147,🥭👍😁,2021-05-29T19:51:26Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@lorienickason8321,I like videos when we go shopping! I am in Canada and no Ulta so i love seeing what’s there!  🥭,2021-05-29T19:35:22Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@adrianafoster6555,🥭😁,2021-05-29T19:22:51Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@curlygirl5828,I luv vlogs like this!!🍓( didn't have a mango emoji)🤷...i also luv the hair tutorials.....Great vid!!😎,2021-05-29T19:00:09Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@deidred304,I love it when you take us shopping!  I get a good view of what’s out on the shelves right now!  Thanks for sharing 😊,2021-05-29T17:35:52Z,2,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@SummerSunset2207,🥭,2021-05-29T17:30:21Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@finecurls2291,🥭,2021-05-29T17:07:31Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@diana4043,"Yum, mango mousse!",2021-05-29T16:28:43Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@1922mistyblue,🥭,2021-05-29T16:25:31Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@melitorres561,Hi ...yes post recipes on instegram... I love learning cooking different things.,2021-05-29T15:36:08Z,0,Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@EliElizabethh,Thank you so much for watching! Leave some videos ideas down below :),2021-05-29T15:26:55Z,1,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@Lululovespatches,Fun vlog!👍😀🥭,2021-07-22T21:46:48Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@trenice2693,🥭🥭🥭🥭🥭,2021-06-03T19:10:17Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@trenice2693,Always luv the food stuff!!😋🥰👍🏾,2021-06-03T19:07:21Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@MariaSantos-ph3oh,🥭🥰,2021-05-31T00:43:47Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@brixtina,Slay Queen 👑 Lovely Video 🔥🔥🔥,2021-05-30T06:52:18Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@karriep,🥭,2021-05-30T01:33:42Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@kiriforever1,🥭. Not a fan of this type of random blog. Not enough content. I like the use of products and how it works on your hair.,2021-05-30T00:55:34Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@sonialucas7132,🥭,2021-05-30T00:16:06Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@penneysanchez3147,🥭👍😁,2021-05-29T19:51:26Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@lorienickason8321,I like videos when we go shopping! I am in Canada and no Ulta so i love seeing what’s there!  🥭,2021-05-29T19:35:22Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@adrianafoster6555,🥭😁,2021-05-29T19:22:51Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@curlygirl5828,I luv vlogs like this!!🍓( didn't have a mango emoji)🤷...i also luv the hair tutorials.....Great vid!!😎,2021-05-29T19:00:09Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@deidred304,I love it when you take us shopping!  I get a good view of what’s out on the shelves right now!  Thanks for sharing 😊,2021-05-29T17:35:52Z,2,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@SummerSunset2207,🥭,2021-05-29T17:30:21Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@finecurls2291,🥭,2021-05-29T17:07:31Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@diana4043,"Yum, mango mousse!",2021-05-29T16:28:43Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@1922mistyblue,🥭,2021-05-29T16:25:31Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@melitorres561,Hi ...yes post recipes on instegram... I love learning cooking different things.,2021-05-29T15:36:08Z,0,Mini Baomint Moisturizing Curl Defining Gel,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@EliElizabethh,Thank you so much for watching! Leave some videos ideas down below :),2021-05-29T15:26:55Z,1,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@Lululovespatches,Fun vlog!👍😀🥭,2021-07-22T21:46:48Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@trenice2693,🥭🥭🥭🥭🥭,2021-06-03T19:10:17Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@trenice2693,Always luv the food stuff!!😋🥰👍🏾,2021-06-03T19:07:21Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@MariaSantos-ph3oh,🥭🥰,2021-05-31T00:43:47Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@brixtina,Slay Queen 👑 Lovely Video 🔥🔥🔥,2021-05-30T06:52:18Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@karriep,🥭,2021-05-30T01:33:42Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@kiriforever1,🥭. Not a fan of this type of random blog. Not enough content. I like the use of products and how it works on your hair.,2021-05-30T00:55:34Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@sonialucas7132,🥭,2021-05-30T00:16:06Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@penneysanchez3147,🥭👍😁,2021-05-29T19:51:26Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@lorienickason8321,I like videos when we go shopping! I am in Canada and no Ulta so i love seeing what’s there!  🥭,2021-05-29T19:35:22Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@adrianafoster6555,🥭😁,2021-05-29T19:22:51Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@curlygirl5828,I luv vlogs like this!!🍓( didn't have a mango emoji)🤷...i also luv the hair tutorials.....Great vid!!😎,2021-05-29T19:00:09Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@deidred304,I love it when you take us shopping!  I get a good view of what’s out on the shelves right now!  Thanks for sharing 😊,2021-05-29T17:35:52Z,2,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@SummerSunset2207,🥭,2021-05-29T17:30:21Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@finecurls2291,🥭,2021-05-29T17:07:31Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@diana4043,"Yum, mango mousse!",2021-05-29T16:28:43Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@1922mistyblue,🥭,2021-05-29T16:25:31Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@melitorres561,Hi ...yes post recipes on instegram... I love learning cooking different things.,2021-05-29T15:36:08Z,0,Mini Baomint Moisturizing Curl Defining Cream,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@EliElizabethh,Thank you so much for watching! Leave some videos ideas down below :),2021-05-29T15:26:55Z,1,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@Lululovespatches,Fun vlog!👍😀🥭,2021-07-22T21:46:48Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@trenice2693,🥭🥭🥭🥭🥭,2021-06-03T19:10:17Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@trenice2693,Always luv the food stuff!!😋🥰👍🏾,2021-06-03T19:07:21Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@MariaSantos-ph3oh,🥭🥰,2021-05-31T00:43:47Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@brixtina,Slay Queen 👑 Lovely Video 🔥🔥🔥,2021-05-30T06:52:18Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@karriep,🥭,2021-05-30T01:33:42Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@kiriforever1,🥭. Not a fan of this type of random blog. Not enough content. I like the use of products and how it works on your hair.,2021-05-30T00:55:34Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@sonialucas7132,🥭,2021-05-30T00:16:06Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@penneysanchez3147,🥭👍😁,2021-05-29T19:51:26Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@lorienickason8321,I like videos when we go shopping! I am in Canada and no Ulta so i love seeing what’s there!  🥭,2021-05-29T19:35:22Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@adrianafoster6555,🥭😁,2021-05-29T19:22:51Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@curlygirl5828,I luv vlogs like this!!🍓( didn't have a mango emoji)🤷...i also luv the hair tutorials.....Great vid!!😎,2021-05-29T19:00:09Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@deidred304,I love it when you take us shopping!  I get a good view of what’s out on the shelves right now!  Thanks for sharing 😊,2021-05-29T17:35:52Z,2,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@SummerSunset2207,🥭,2021-05-29T17:30:21Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@finecurls2291,🥭,2021-05-29T17:07:31Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@diana4043,"Yum, mango mousse!",2021-05-29T16:28:43Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@1922mistyblue,🥭,2021-05-29T16:25:31Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@melitorres561,Hi ...yes post recipes on instegram... I love learning cooking different things.,2021-05-29T15:36:08Z,0,Mini Baomint Moisturizing Shampoo,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@EliElizabethh,Thank you so much for watching! Leave some videos ideas down below :),2021-05-29T15:26:55Z,1,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@Lululovespatches,Fun vlog!👍😀🥭,2021-07-22T21:46:48Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@trenice2693,🥭🥭🥭🥭🥭,2021-06-03T19:10:17Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@trenice2693,Always luv the food stuff!!😋🥰👍🏾,2021-06-03T19:07:21Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@MariaSantos-ph3oh,🥭🥰,2021-05-31T00:43:47Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@brixtina,Slay Queen 👑 Lovely Video 🔥🔥🔥,2021-05-30T06:52:18Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@karriep,🥭,2021-05-30T01:33:42Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@kiriforever1,🥭. Not a fan of this type of random blog. Not enough content. I like the use of products and how it works on your hair.,2021-05-30T00:55:34Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@sonialucas7132,🥭,2021-05-30T00:16:06Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@penneysanchez3147,🥭👍😁,2021-05-29T19:51:26Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@lorienickason8321,I like videos when we go shopping! I am in Canada and no Ulta so i love seeing what’s there!  🥭,2021-05-29T19:35:22Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@adrianafoster6555,🥭😁,2021-05-29T19:22:51Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@curlygirl5828,I luv vlogs like this!!🍓( didn't have a mango emoji)🤷...i also luv the hair tutorials.....Great vid!!😎,2021-05-29T19:00:09Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@deidred304,I love it when you take us shopping!  I get a good view of what’s out on the shelves right now!  Thanks for sharing 😊,2021-05-29T17:35:52Z,2,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@SummerSunset2207,🥭,2021-05-29T17:30:21Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@finecurls2291,🥭,2021-05-29T17:07:31Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@diana4043,"Yum, mango mousse!",2021-05-29T16:28:43Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@1922mistyblue,🥭,2021-05-29T16:25:31Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@melitorres561,Hi ...yes post recipes on instegram... I love learning cooking different things.,2021-05-29T15:36:08Z,0,Mini Baomint Protect + Shine Oil Blend,adwoa beauty,"VLOG: New Shampoo At Sephora, Marshalls, Grocery Shopping, &amp; Food!"
@sweetshay6172,Lovin the hat and Yes to Vlogmas!,2018-11-21T01:56:20Z,1,Rose Lip Conditioner,aerin,"Fall Beauty Haul: Sephora, Nordstrom &amp; Macy&#39;s"
@whoistaylornave,"Don't stop working! Love your content, everything is quality! #Starpower",2018-11-19T17:58:39Z,2,Rose Lip Conditioner,aerin,"Fall Beauty Haul: Sephora, Nordstrom &amp; Macy&#39;s"
@twotwiggy,forgot the musk one,2025-07-03T15:00:20Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@user-zk8ed4kd2b,I dislike the Covered in Roses that I bought three weeks ago.,2025-06-25T20:01:19Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@idalia1709,sign language 🤔,2025-06-25T00:55:16Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@MarisaDLT,Were to buy,2025-06-22T10:07:07Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Reda-sl8hx,What ?,2025-06-19T19:28:52Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@twirlywirly,The delina dupe does not smell like delina imo,2025-06-18T15:51:12Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@forchun88arrereh50,I have to save and share your video thank you❤,2025-06-18T02:56:13Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@juliaostlund9360,Sighhhh I want if you musk to come back,2025-06-14T19:12:40Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Mnglkali,pls someone tell me what vanilla romance is duped after,2025-05-28T15:32:13Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@shelbylou02,Pink Obsessed is fire 🔥,2025-05-25T10:34:00Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@lunachapina65,Thank you so much for ALL you're content!! ❤🎉🙏,2025-05-23T13:22:17Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@samlopez6176,Was able to watch this review while drying my hair. The unspoken body language spoke volumes and understood! Great job. Thank you❤,2025-05-20T01:02:38Z,5,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@emm0.02,"I didn't like In the stars scent. I didn't like rhe sweety fruity note. I want more of kind of floral scent, so should I buy Petal parade or covered in roses? Please help",2025-05-16T08:51:45Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Emmthegymnast,Imperfect Beauty is one of my favorite scents ever,2025-05-11T05:36:29Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@הדסקשיוב,Iam not see the name,2025-05-09T06:21:11Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@הדסקשיוב,What his your name all perfum,2025-05-09T06:20:12Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@jekku4688,"ok i was SO INCREDIBLY DISAPPOINTED when I went to B&BW last week. I could not smell ANY of their fragrances, and all of them were body sprays NOT PERFUMES. Never going there again, I was like ""this is IT???"" Ugh. Sad.",2025-05-05T03:45:51Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@sidlusk6713,gucci flora dupe is dressed in white.. legit IDENTICAL,2025-05-03T19:48:17Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Vermouth88,What does Prada expression mean??,2025-04-30T18:26:15Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@HelloItsMeAshley,Great job! 👍,2025-04-27T08:03:53Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@shanaeewhite100,This was absolutely the cutest helpful review I’ve ever seen 😊,2025-04-26T10:06:58Z,3,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@adryana190,Qual seria o dupla do perfume viva la juicy gold couture?,2025-04-20T20:58:49Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@Mushroom_dust,Thanks for not using annoying audio ❤❤❤❤,2025-04-16T00:27:07Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@ShaheenRiazWorld,Shaheenriazworld,2025-04-11T04:09:06Z,0,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@BrendaMakeuplover,Wait they’ll smell the same,2025-04-06T19:47:15Z,1,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
@corey-pumpkin,"I got a question for you not related to this post. I bought a sample bottle of the ysl intense which im in love with. Thank you great suggestion! So i bought a full size bottle from walmart, but im so disappointed that it doesnt smell the same. Do atomizer do something to the smell or did i just fooled",2025-04-04T21:57:25Z,1,Amber Musk Eau de Parfum Travel Spray,aerin,Bath &amp; Body Works Every Luxuries Collection (pt 1) #affordablefragrances #perfumedupes
